State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4600,5000,5000
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4200,5000,5000
Tamil Nadu,Pudukkottai,Karambakkudi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,7000,8000,8000
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4400,4400,4400
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5600,5600
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,5000,5000
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5400,5800,5800
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,3500,4500,4500
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4800,5400,5400
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,4800,4800
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,6000,6500,6500
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4700,5000,5000
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4200,4500,4500
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4800,4800,4800
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4200,4500,4500
Tamil Nadu,Thiruchirappalli,Manapparai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,5400,5400
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Thirunelveli,Ambasamudram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,4600,4600
Tamil Nadu,Thirunelveli,NGO Colony(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4200,4200
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,3500,4500,4500
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3500,4500,4500
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,4500,4500
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3600,4000,4000
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,6000,6000
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,4800,4800
Tamil Nadu,Thiruvarur,Mannargudi II(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,4800,4800
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,3500,3500,3500
Tamil Nadu,Thiruvellore,Paruthipattu(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5000,5000
Tamil Nadu,Thiruvellore,Tiruvallur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,4500,4500
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4600,5000,5000
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4000,4000
Tamil Nadu,Vellore,Vellore,Potato,(Red Nanital),Local,19/08/2024,3800,4000,4000
Tamil Nadu,Villupuram,Tindivanam,Potato,(Red Nanital),Local,19/08/2024,4500,4500,4500
Tamil Nadu,Villupuram,Ulundurpettai,Potato,(Red Nanital),Local,19/08/2024,5000,5000,5000
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4800,4800
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Virudhunagar,Sathur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,5000,5000
Tripura,Dhalai,Gandacharra,Rice,Masuri,FAQ,19/08/2024,3600,3800,3700
Tripura,North Tripura,Kanchanpur,Potato,Potato,FAQ,19/08/2024,3000,3200,3100
Uttar Pradesh,Agra,Fatehpur Sikri,Onion,Red,FAQ,19/08/2024,3300,3465,3380
Uttar Pradesh,Baghpat,Khekda,Potato,Potato,FAQ,19/08/2024,1800,2200,2000
Uttar Pradesh,Etawah,Jasvantnagar,Potato,Potato,FAQ,19/08/2024,2050,2250,2150
Uttar Pradesh,Farukhabad,Kayamganj,Potato,Desi,FAQ,19/08/2024,2070,2170,2120
Uttar Pradesh,Fatehpur,Fatehpur,Potato,Desi,FAQ,19/08/2024,2200,2400,2300
Uttar Pradesh,Gonda,Gonda,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,19/08/2024,7550,7700,7600
Uttar Pradesh,Gonda,Gonda,Masur Dal,Kala Masoor New,FAQ,19/08/2024,7975,8100,8000
Uttar Pradesh,Hardoi,Hardoi,Onion,Pusa-Red,FAQ,19/08/2024,2850,2940,2900
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Bengal Gram Dal (Chana Dal),Bengal Gram (Split),FAQ,19/08/2024,7750,7950,7850
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Onion,Red,FAQ,19/08/2024,2960,3160,3060
Uttar Pradesh,Jhansi,Jhansi,Potato,Desi,FAQ,19/08/2024,2400,2560,2480
Uttar Pradesh,Lucknow,Lucknow,Onion,Red,FAQ,19/08/2024,2850,3000,2920
Uttar Pradesh,Prayagraj,Sirsa,Onion,Red,FAQ,19/08/2024,2200,2310,2250
Uttar Pradesh,Shamli,Kairana,Potato,Desi,FAQ,19/08/2024,1700,1800,1750
Uttar Pradesh,Sitapur,Viswan,Potato,Desi,FAQ,19/08/2024,2330,2370,2350
Uttrakhand,Haridwar,Roorkee,Potato,Other,FAQ,19/08/2024,800,1000,900
Uttrakhand,UdhamSinghNagar,Bazpur,Rice,Common,FAQ,19/08/2024,2850,4000,3100
West Bengal,Bankura,Bishnupur(Bankura),Rice,Fine,FAQ,19/08/2024,4500,4600,4550
West Bengal,Bankura,Khatra,Rice,Common,FAQ,19/08/2024,3550,3700,3600
West Bengal,Darjeeling,Darjeeling,Onion,Other,FAQ,19/08/2024,4800,5000,4900
West Bengal,Darjeeling,Siliguri,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,19/08/2024,12000,13000,12500
West Bengal,Darjeeling,Siliguri,Rice,Fine(Basmati),FAQ,19/08/2024,4000,4500,4200
West Bengal,North 24 Parganas,Barasat,Potato,Other,FAQ,19/08/2024,2620,2620,2620
West Bengal,Puruliya,Purulia,Rice,Other,FAQ,19/08/2024,3400,3430,3400
Haryana,Kaithal,Cheeka,Potato,Other,FAQ,19/08/2024,1500,1600,1550
Haryana,Kurukshetra,Shahabad,Onion,Onion,FAQ,19/08/2024,3471,3650,3500
Haryana,Sonipat,Ganaur,Onion,Onion,FAQ,19/08/2024,3500,4000,3800
Haryana,Sonipat,Ganaur,Potato,Potato,FAQ,19/08/2024,2000,2500,2200
Himachal Pradesh,Kangra,Kangra,Potato,Other,FAQ,19/08/2024,2200,3500,2600
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Potato,Potato,FAQ,19/08/2024,2800,3500,3200
Himachal Pradesh,Kangra,Palampur,Potato,Other,FAQ,19/08/2024,2500,3500,3200
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Onion,Other,FAQ,19/08/2024,4200,4400,4300
Himachal Pradesh,Sirmore,Paonta Sahib,Potato,Other,FAQ,19/08/2024,2000,3000,2500
Kerala,Ernakulam,North Paravur,Onion,1st Sort,FAQ,19/08/2024,4600,6000,5500
Kerala,Idukki,Thodupuzha,Coconut Oil,Other,FAQ,19/08/2024,19000,20000,19500
Kerala,Idukki,Thodupuzha,Onion,Small,FAQ,19/08/2024,7000,8000,8000
Kerala,Idukki,Thodupuzha,Rice,Mataa Parboiled,FAQ,19/08/2024,4600,5000,4800
Kerala,Kasargod,Kanjangadu,Coconut Oil,Other,FAQ,19/08/2024,17800,18500,18000
Kerala,Kottayam,Athirampuzha,Potato,Potato,FAQ,19/08/2024,4400,4600,4500
Kerala,Kottayam,Ettumanoor,Onion,Onion,FAQ,19/08/2024,5400,5800,5600
Kerala,Kottayam,Kanjirappally,Onion,Onion,FAQ,19/08/2024,5500,6000,5800
Kerala,Kottayam,Kottayam,Rice,Other,FAQ,19/08/2024,4600,5400,5000
Kerala,Kozhikode(Calicut),Mukkom,Onion,Onion,FAQ,19/08/2024,4300,4500,4400
Kerala,Kozhikode(Calicut),Quilandy,Onion,Other,FAQ,19/08/2024,4500,4600,4500
Kerala,Kozhikode(Calicut),Thamarassery,Onion,Other,FAQ,19/08/2024,4100,4700,4300
Kerala,Palakad,Palakkad,Potato,Potato,FAQ,19/08/2024,4200,5000,4700
Kerala,Palakad,Pattambi,Potato,Other,FAQ,19/08/2024,3600,4000,3800
Kerala,Pathanamthitta,Parakkodu,Coconut Oil,Other,FAQ,19/08/2024,18500,19500,19000
Kerala,Thirssur,Chelakkara,Potato,Other,FAQ,19/08/2024,3800,4000,3900
Kerala,Thirssur,Kodungalloor,Potato,Other,FAQ,19/08/2024,3800,4200,4000
Madhya Pradesh,Narsinghpur,Gadarwada,Wheat,Mill Quality,FAQ,19/08/2024,2550,2550,2550
Madhya Pradesh,Rajgarh,Kurawar,Wheat,Wheat,FAQ,19/08/2024,2200,2200,2200
Manipur,Bishnupur,Bishenpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,19/08/2024,10400,11000,10700
Manipur,Imphal East,Lamlong Bazaar,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,19/08/2024,13000,14000,13500
Manipur,Imphal West,Imphal,Onion,Other,FAQ,19/08/2024,5200,6000,5600
Manipur,Thoubal,Thoubal,Masur Dal,Masur Dal,FAQ,19/08/2024,9500,10000,9750
Nagaland,Mokokchung,Mangkolemba,Potato,Other,FAQ,19/08/2024,3500,4500,4000
Odisha,Bargarh,Attabira,Onion,Other,FAQ,19/08/2024,4000,4500,4300
Odisha,Bargarh,Attabira,Potato,Other,FAQ,19/08/2024,3300,4000,3500
Odisha,Dhenkanal,Hindol,Potato,Potato,FAQ,19/08/2024,3800,4000,3900
Odisha,Jharsuguda,Jharsuguda,Potato,Other,FAQ,19/08/2024,4000,4000,4000
Punjab,Bhatinda,Bhagta Bhai Ka,Potato,Other,FAQ,19/08/2024,1800,1800,1800
Punjab,Bhatinda,Bhucho,Potato,Other,FAQ,19/08/2024,1700,1900,1800
Punjab,Hoshiarpur,Mukerian(Talwara),Potato,Potato,FAQ,19/08/2024,1800,2200,2000
Punjab,Mohali,Lalru,Onion,Other,FAQ,19/08/2024,3000,4000,3500
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,5000,5000
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3500,4000,4000
Tamil Nadu,Chengalpattu,Pallavaram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,5000,5000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,6500,7000,7000
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,6000,7000,7000
Tamil Nadu,Coimbatore,Udumalpet,Potato,(Red Nanital),Local,19/08/2024,5500,6500,6500
Tamil Nadu,Cuddalore,Panruti(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5500,5500
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4300,4600,4600
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4300,4600,4600
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4300,4500,4500
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Erode,Perundurai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5200,5200
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4400,4800,4800
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5500,5500
Tamil Nadu,Kancheepuram,Kancheepuram(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Kancheepuram,Padappai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,5000,5000
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4600,4600
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,5000,5000
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri,Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4600,5000,5000
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Namakkal,Tiruchengode,Onion,Bellary,Local,19/08/2024,4000,4500,4500
Tamil Nadu,Perambalur,Perambalur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4800,4800,4800
Tamil Nadu,Pudukkottai,Aranthangi(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,6000,6000
Tamil Nadu,Pudukkottai,Gandarvakottai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,10000,10000
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5000,5000
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,8000,8000
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,8000,8000
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,6400,6800,6800
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,6000,6000
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5600,5600
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5000,7000,7000
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,4500,4500
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4500,4500
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4000,4500,4500
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,5500,6000,6000
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4400,6500,6500
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,6500,6500
Tamil Nadu,Thiruchirappalli,Manachanallur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,4500,4500
Tamil Nadu,Thiruchirappalli,Musiri(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Thiruvarur,Mannargudi I(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5600,5600
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4000,4000,4000
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3000,3000,3000
Tamil Nadu,Thiruvellore,Perambakkam(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5000,5000
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4500,5000,5000
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4800,4800,4800
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,3800,4000,4000
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,5000,5500,5500
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4800,5000,5000
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,19/08/2024,4500,5000,5000
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ),Onion,Bellary,Local,19/08/2024,4200,5500,5500
Telangana,Nalgonda,Suryapeta,Arhar (Tur/Red Gram)(Whole),Local,FAQ,19/08/2024,6674,6674,6674
Tripura,North Tripura,Dasda,Potato,Local,FAQ,19/08/2024,3000,3500,3250
Tripura,North Tripura,Kanchanpur,Masur Dal,Masur Dal,FAQ,19/08/2024,9000,11000,10000
Uttar Pradesh,Agra,Achnera,Onion,Red,FAQ,19/08/2024,3350,3450,3400
Uttar Pradesh,Ambedkarnagar,Akbarpur,Onion,Red,FAQ,19/08/2024,2900,3000,2960
Uttar Pradesh,Farukhabad,Kayamganj,Onion,Red,FAQ,19/08/2024,3400,3500,3450
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,Dara,FAQ,19/08/2024,2302,2304,2303
Uttar Pradesh,Gonda,Gonda,Mustard Oil,Mustard Oil,FAQ,19/08/2024,13300,13600,13500
Uttar Pradesh,Gonda,Gonda,Onion,Red,FAQ,19/08/2024,3450,3700,3550
Uttar Pradesh,Hardoi,Hardoi,Potato,Kufri Megha,FAQ,19/08/2024,2300,2400,2350
Uttar Pradesh,Hathras,Shadabad,Onion,Red,FAQ,19/08/2024,2700,2800,2750
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Wheat,Dara,FAQ,19/08/2024,2370,2570,2470
Uttar Pradesh,Kaushambi,Manjhanpur,Onion,Red,FAQ,19/08/2024,3060,3230,3140
Uttar Pradesh,Lucknow,Lucknow,Potato,Desi,FAQ,19/08/2024,2300,2400,2350
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Potato,Desi,FAQ,19/08/2024,2300,2500,2400
Uttar Pradesh,Prayagraj,Ajuha,Onion,Red,FAQ,19/08/2024,3080,3200,3150
Uttar Pradesh,Saharanpur,Gangoh,Potato,Desi,FAQ,19/08/2024,2000,2300,2100
Uttar Pradesh,Shahjahanpur,Puwaha,Potato,Desi,FAQ,19/08/2024,2100,2300,2200
Uttrakhand,Dehradoon,Vikasnagar,Potato,Other,FAQ,19/08/2024,1200,1200,1200
Uttrakhand,Haridwar,Roorkee,Onion,Other,FAQ,19/08/2024,1500,2500,2000
West Bengal,Bankura,Bankura Sadar,Rice,Common,FAQ,19/08/2024,3400,3600,3500
West Bengal,Bankura,Bishnupur(Bankura),Rice,Common,FAQ,19/08/2024,3550,3700,3600
West Bengal,Birbhum,Bolpur,Rice,Common,FAQ,19/08/2024,3350,3450,3400
West Bengal,Dakshin Dinajpur,Balurghat,Potato,Local,FAQ,19/08/2024,2250,2450,2350
West Bengal,Darjeeling,Darjeeling,Potato,Jyoti,FAQ,19/08/2024,2700,2900,2800
West Bengal,Darjeeling,Karsiyang(Matigara),Onion,Other,FAQ,19/08/2024,4800,5000,4900
West Bengal,Darjeeling,Karsiyang(Matigara),Rice,Other,FAQ,19/08/2024,4000,4500,4200
West Bengal,Darjeeling,Siliguri,Onion,Other,FAQ,19/08/2024,4000,4200,4100
West Bengal,Jalpaiguri,Moynaguri,Onion,Nasik,FAQ,19/08/2024,4300,4500,4400
West Bengal,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,19/08/2024,2150,2200,2200
West Bengal,Murshidabad,Jangipur,Onion,Red,FAQ,19/08/2024,3530,3570,3555
West Bengal,North 24 Parganas,Barasat,Onion,Other,FAQ,19/08/2024,3800,3800,3800
