,food_items,season,min_prize,max_prize,date,model prize
885,Soya oil,Spring,212.19,242.76,2023-04-21,227.475
886,Urad,Spring,64.08,91.36,2023-02-03,77.72
887,Onion,Summer,33.56,39.8,2024-04-13,36.68
888,Wheat,Summer,40.8,51.77,2024-02-27,46.285
889,Salt,Winter,11.11,39.73,2024-07-03,25.419999999999998
890,Soya oil,Winter,227.16,250.46,2023-01-29,238.81
891,Atta,Winter,44.59,46.07,2024-04-18,45.33
892,Moong,Summer,93.0,100.19,2024-04-27,96.595
893,Urad,Summer,61.06,69.6,2024-05-08,65.33
894,Potato,Spring,35.78,39.27,2023-08-07,37.525000000000006
895,Sunflower oil,Summer,160.4,179.98,2023-02-04,170.19
896,Masur,Summer,61.77,100.88,2023-05-07,81.325
897,Gur,Winter,50.69,77.22,2023-03-11,63.955
898,Tea,Spring,174.87,200.19,2023-10-12,187.53
899,Tomato,Summer,31.73,38.2,2023-03-11,34.965
900,Vanaspati oil,Spring,178.29,193.47,2024-03-05,185.88
901,Tea,Winter,196.82,202.06,2024-08-05,199.44
902,Urad,Winter,50.47,66.61,2024-01-26,58.54
903,Wheat,Spring,42.56,43.48,2023-10-06,43.019999999999996
904,Groundnut oil,Summer,169.15,213.61,2023-03-10,191.38
905,Wheat,Winter,47.62,64.68,2023-12-14,56.150000000000006
906,Gram,Summer,73.9,94.12,2023-04-21,84.01
907,Gur,Monsoon,55.61,70.43,2023-07-29,63.02
908,Potato,Monsoon,29.76,30.16,2023-09-10,29.96
909,Moong,Monsoon,88.19,119.65,2023-09-25,103.92
910,Rice,Spring,64.54,73.21,2024-04-07,68.875
911,Mustard Oil,Winter,150.64,212.86,2024-06-19,181.75
912,Gur,Summer,53.6,79.13,2023-12-30,66.365
913,Salt,Summer,23.12,35.28,2023-05-13,29.200000000000003
914,Atta,Monsoon,27.03,45.39,2023-08-17,36.21
915,Potato,Winter,26.27,43.55,2023-12-31,34.91
916,Gur,Winter,42.54,74.82,2022-10-15,58.67999999999999
917,Gram,Winter,71.11,78.65,2022-09-20,74.88
918,Sugar,Monsoon,36.99,49.04,2023-10-15,43.015
919,Tomato,Spring,33.18,37.27,2023-12-18,35.225
920,Vanaspati oil,Summer,188.84,228.78,2023-02-25,208.81
921,Sunflower oil,Summer,120.52,134.55,2023-04-17,127.535
922,Groundnut oil,Summer,178.56,210.85,2023-10-28,194.70499999999998
923,Vanaspati oil,Spring,174.34,208.28,2023-02-14,191.31
924,Groundnut oil,Winter,144.89,180.69,2023-09-29,162.79
925,Palm oil,Monsoon,126.72,150.27,2024-04-28,138.495
926,Masur,Spring,68.54,86.97,2022-10-01,77.755
927,Salt,Spring,23.95,27.77,2022-08-26,25.86
928,Tea,Monsoon,140.14,189.3,2022-09-09,164.72
929,Urad,Spring,78.4,81.28,2022-10-07,79.84
930,Urad,Monsoon,77.54,79.36,2023-12-12,78.45
931,Groundnut oil,Spring,163.65,189.27,2024-06-23,176.46
932,Potato,Spring,24.19,36.63,2024-05-15,30.410000000000004
933,Potato,Spring,29.08,55.83,2024-07-23,42.455
934,Palm oil,Winter,177.3,189.08,2022-11-15,183.19
935,Wheat,Winter,51.75,65.89,2023-10-24,58.82
936,Salt,Spring,15.24,21.02,2023-02-13,18.13
937,Groundnut oil,Winter,158.92,190.85,2022-12-14,174.885
938,Urad,Spring,51.33,58.43,2023-02-17,54.879999999999995
939,Milk,Monsoon,52.0,58.3,2024-05-26,55.15
940,Mustard Oil,Spring,198.61,208.87,2023-08-20,203.74
941,Gur,Winter,37.62,41.16,2023-12-21,39.39
942,Vanaspati oil,Summer,205.6,208.48,2024-01-25,207.04
943,Tomato,Monsoon,17.82,49.89,2023-03-14,33.855000000000004
944,Vanaspati oil,Summer,157.8,205.88,2024-02-09,181.84
945,Onion,Winter,46.33,60.7,2022-09-09,53.515
946,Soya oil,Summer,245.75,262.94,2023-03-26,254.345
947,Soya oil,Winter,161.28,221.99,2024-05-16,191.635
948,Palm oil,Spring,163.09,192.69,2022-08-21,177.89
949,Rice,Winter,40.79,76.17,2023-05-09,58.480000000000004
950,Wheat,Spring,50.64,68.83,2024-01-12,59.735
951,Tomato,Winter,25.25,38.88,2024-03-26,32.065
952,Gram,Summer,63.74,85.77,2024-05-13,74.755
953,Soya oil,Winter,242.29,259.39,2023-01-21,250.83999999999997
954,Soya oil,Winter,238.78,260.67,2024-03-17,249.72500000000002
955,Vanaspati oil,Spring,144.78,187.46,2024-08-11,166.12
956,Masur,Spring,68.59,80.4,2023-08-14,74.495
957,Rice,Winter,50.68,63.06,2023-07-30,56.870000000000005
958,Gur,Spring,49.47,70.34,2023-07-01,59.905
959,Onion,Winter,35.37,39.86,2023-12-02,37.614999999999995
960,Groundnut oil,Monsoon,134.12,183.57,2024-02-11,158.845
961,Sunflower oil,Winter,121.17,121.81,2024-07-05,121.49000000000001
962,Potato,Summer,38.56,50.08,2024-03-01,44.32
963,Onion,Winter,31.85,64.01,2024-07-21,47.93000000000001
964,Urad,Spring,79.5,88.7,2023-09-21,84.1
965,Rice,Winter,41.27,47.0,2024-01-31,44.135000000000005
966,Rice,Summer,51.45,85.59,2024-04-17,68.52000000000001
967,Vanaspati oil,Spring,150.36,215.98,2024-08-17,183.17000000000002
968,Mustard Oil,Monsoon,141.05,181.73,2023-04-12,161.39
969,Rice,Monsoon,59.33,61.18,2024-05-11,60.254999999999995
970,Groundnut oil,Winter,173.03,217.39,2024-07-08,195.20999999999998
971,Tur,Monsoon,74.81,107.78,2024-06-26,91.295
972,Sunflower oil,Monsoon,146.55,154.59,2023-07-21,150.57
973,Palm oil,Spring,120.37,121.11,2024-06-29,120.74000000000001
974,Palm oil,Monsoon,151.93,197.25,2022-12-15,174.59
975,Palm oil,Summer,158.66,188.19,2023-09-12,173.425
976,Masur,Winter,74.82,95.29,2023-05-25,85.055
977,Atta,Winter,27.53,60.38,2024-02-13,43.955
978,Gram,Spring,69.02,94.95,2022-09-24,81.985
979,Sunflower oil,Winter,127.86,141.97,2023-07-13,134.915
980,Moong,Summer,73.75,118.34,2023-03-04,96.045
981,Potato,Spring,35.62,39.67,2022-10-24,37.644999999999996
982,Tomato,Summer,26.05,38.03,2023-11-20,32.04
983,Wheat,Spring,33.79,40.47,2023-02-09,37.129999999999995
984,Sunflower oil,Winter,167.81,174.58,2024-02-13,171.195
985,Mustard Oil,Summer,205.9,207.72,2022-10-25,206.81
986,Rice,Winter,53.82,58.51,2024-05-20,56.165
987,Vanaspati oil,Spring,140.34,189.99,2023-04-27,165.16500000000002
988,Milk,Spring,42.28,69.51,2024-03-09,55.895
989,Sunflower oil,Summer,151.89,158.61,2022-10-07,155.25
990,Tea,Spring,194.17,212.79,2023-07-21,203.48
991,Potato,Winter,25.96,50.1,2023-02-08,38.03
992,Wheat,Monsoon,48.3,57.44,2023-12-09,52.87
993,Milk,Summer,47.51,59.18,2022-10-15,53.345
994,Potato,Winter,32.33,57.24,2022-10-12,44.785
995,Gur,Summer,39.33,74.92,2023-01-08,57.125
996,Sugar,Monsoon,25.55,51.6,2023-08-23,38.575
997,Masur,Spring,72.43,102.16,2024-04-11,87.295
998,Salt,Summer,20.82,32.43,2023-04-28,26.625
999,Sugar,Spring,37.88,51.49,2024-01-23,44.685
1000,Salt,Winter,22.17,33.04,2022-09-13,27.605
1001,Gram,Spring,63.08,71.08,2023-05-20,67.08
1002,Vanaspati oil,Monsoon,182.35,196.78,2024-05-02,189.565
1003,Urad,Monsoon,67.32,72.87,2023-07-29,70.095
1004,Tea,Summer,115.95,159.34,2024-06-12,137.645
1005,Masur,Monsoon,72.8,82.77,2023-01-28,77.785
1006,Mustard Oil,Spring,149.21,152.38,2023-12-09,150.79500000000002
1007,Tea,Spring,102.52,134.42,2024-08-02,118.47
1008,Wheat,Monsoon,41.55,65.84,2022-10-21,53.695
1009,Gram,Summer,61.87,91.82,2024-01-08,76.845
1010,Atta,Spring,25.7,32.8,2023-09-08,29.25
1011,Gur,Winter,43.46,64.56,2023-09-21,54.010000000000005
1012,Masur,Summer,85.58,94.13,2024-02-13,89.85499999999999
1013,Atta,Spring,30.36,32.5,2022-12-17,31.43
1014,Urad,Summer,74.64,84.27,2023-07-27,79.455
1015,Mustard Oil,Monsoon,180.01,229.18,2024-03-22,204.595
1016,Salt,Spring,10.02,15.11,2023-01-23,12.565
1017,Atta,Monsoon,40.58,60.24,2024-08-17,50.41
1018,Milk,Monsoon,55.38,68.6,2023-05-17,61.989999999999995
1019,Gur,Winter,59.47,67.6,2024-07-26,63.535
1020,Sunflower oil,Summer,146.12,148.9,2024-06-18,147.51
1021,Soya oil,Summer,190.99,248.07,2022-11-24,219.53
1022,Tur,Spring,77.16,117.59,2024-03-07,97.375
1023,Potato,Monsoon,33.74,41.29,2023-07-20,37.515
1024,Soya oil,Winter,226.9,230.48,2023-11-04,228.69
1025,Moong,Summer,99.24,100.26,2024-04-14,99.75
1026,Gur,Spring,58.34,63.82,2022-08-21,61.08
1027,Tea,Monsoon,175.78,175.78,2023-01-01,175.78
1028,Sugar,Summer,30.08,56.24,2024-04-15,43.16
1029,Vanaspati oil,Summer,177.26,183.32,2023-01-17,180.29
1030,Sugar,Winter,32.87,44.94,2022-08-24,38.905
1031,Groundnut oil,Summer,169.77,203.32,2022-12-22,186.54500000000002
1032,Vanaspati oil,Winter,198.86,214.34,2023-11-04,206.60000000000002
1033,Moong,Summer,81.76,87.27,2022-09-03,84.515
1034,Sunflower oil,Winter,158.29,180.91,2024-07-18,169.6
1035,Tur,Winter,82.26,101.83,2023-08-21,92.045
1036,Gram,Winter,66.63,71.31,2023-12-09,68.97
1037,Gur,Spring,35.68,49.75,2023-08-04,42.715
1038,Moong,Winter,87.87,103.5,2023-09-21,95.685
1039,Salt,Monsoon,20.39,40.56,2024-07-28,30.475
1040,Sunflower oil,Winter,139.31,146.12,2023-01-20,142.715
1041,Tomato,Spring,32.01,45.23,2024-02-29,38.62
1042,Soya oil,Winter,223.99,256.41,2023-10-19,240.20000000000002
1043,Salt,Summer,24.52,30.57,2023-07-12,27.545
1044,Tea,Monsoon,170.53,188.62,2024-01-21,179.575
1045,Milk,Monsoon,47.91,55.31,2024-07-07,51.61
1046,Onion,Summer,36.88,68.29,2024-04-19,52.58500000000001
1047,Gur,Summer,42.31,51.58,2023-11-12,46.945
1048,Milk,Summer,51.66,58.97,2023-05-10,55.315
1049,Tur,Monsoon,84.2,114.06,2023-05-24,99.13
1050,Tomato,Monsoon,19.61,34.71,2024-07-17,27.16
1051,Palm oil,Summer,156.63,180.29,2022-09-30,168.45999999999998
1052,Wheat,Spring,54.37,68.41,2023-06-11,61.39
1053,Atta,Summer,39.8,64.17,2023-10-20,51.985
1054,Sugar,Spring,33.29,44.56,2023-02-27,38.925
1055,Soya oil,Winter,154.39,175.69,2023-02-09,165.04
1056,Milk,Winter,44.74,51.21,2023-04-09,47.975
1057,Mustard Oil,Spring,192.83,212.75,2024-06-10,202.79000000000002
1058,Rice,Monsoon,60.03,84.62,2023-03-21,72.325
1059,Onion,Summer,34.62,46.15,2022-11-30,40.385
1060,Potato,Monsoon,34.17,44.31,2023-10-23,39.24
1061,Tea,Monsoon,102.93,153.85,2023-10-09,128.39
1062,Soya oil,Monsoon,240.83,252.76,2023-03-25,246.79500000000002
1063,Onion,Winter,36.64,69.65,2024-01-16,53.145
1064,Vanaspati oil,Winter,185.11,201.54,2024-04-11,193.325
1065,Salt,Summer,11.53,37.9,2023-05-09,24.715
1066,Gram,Spring,67.7,92.87,2024-02-19,80.285
1067,Salt,Winter,13.26,16.91,2023-11-06,15.085
1068,Salt,Monsoon,20.86,25.77,2024-02-01,23.314999999999998
1069,Sunflower oil,Spring,120.57,142.77,2022-10-29,131.67000000000002
1070,Palm oil,Summer,169.01,185.73,2024-07-12,177.37
1071,Wheat,Monsoon,31.15,51.49,2024-04-11,41.32
1072,Tur,Summer,90.52,106.39,2024-02-25,98.455
1073,Urad,Spring,67.17,74.55,2023-12-11,70.86
1074,Gram,Summer,71.19,84.56,2023-06-09,77.875
1075,Urad,Summer,71.4,99.48,2022-10-28,85.44
1076,Milk,Summer,48.56,76.26,2023-05-23,62.410000000000004
1077,Tur,Winter,70.22,71.88,2023-11-06,71.05
1078,Palm oil,Summer,155.42,169.3,2024-03-21,162.36
1079,Moong,Spring,77.45,89.28,2024-04-02,83.36500000000001
1080,Atta,Winter,31.37,55.88,2024-07-29,43.625
1081,Groundnut oil,Monsoon,169.84,209.42,2022-12-29,189.63
1082,Salt,Spring,22.45,41.46,2024-08-18,31.955
1083,Wheat,Spring,40.37,54.96,2023-11-04,47.665
1084,Onion,Winter,48.53,62.74,2023-11-14,55.635000000000005
1085,Vanaspati oil,Monsoon,145.63,191.37,2024-08-02,168.5
1086,Tomato,Winter,22.12,54.59,2022-10-12,38.355000000000004
1087,Masur,Winter,60.41,90.77,2024-04-02,75.59
1088,Milk,Winter,54.47,61.85,2023-06-13,58.16
1089,Tur,Monsoon,99.21,117.08,2024-08-14,108.145
1090,Sunflower oil,Summer,164.94,165.42,2023-01-11,165.18
1091,Tur,Winter,87.1,96.79,2024-02-25,91.945
1092,Wheat,Winter,51.23,66.27,2024-02-29,58.75
1093,Urad,Winter,66.17,70.05,2023-12-26,68.11
1094,Sugar,Winter,35.8,54.25,2024-05-03,45.025
1095,Urad,Monsoon,78.68,91.15,2023-01-01,84.915
1096,Potato,Spring,39.35,59.21,2024-02-25,49.28
1097,Tomato,Summer,28.0,41.66,2023-08-03,34.83
1098,Wheat,Winter,41.65,71.34,2023-09-09,56.495000000000005
1099,Gram,Spring,50.71,55.75,2023-10-26,53.230000000000004
1100,Tomato,Spring,17.04,45.77,2023-05-20,31.405
1101,Sunflower oil,Spring,130.38,168.42,2023-04-09,149.39999999999998
1102,Atta,Winter,37.08,47.85,2023-11-03,42.465
1103,Tea,Summer,153.16,196.28,2024-06-20,174.72
1104,Tea,Summer,194.1,209.01,2024-04-02,201.555
1105,Urad,Spring,68.43,70.57,2022-08-28,69.5
1106,Palm oil,Monsoon,177.13,189.21,2023-05-05,183.17000000000002
1107,Wheat,Monsoon,50.03,51.29,2024-05-03,50.66
1108,Rice,Spring,52.63,62.23,2023-09-22,57.43
1109,Salt,Summer,14.0,38.54,2024-03-26,26.27
1110,Tur,Winter,88.72,102.48,2022-12-16,95.6
1111,Tomato,Summer,15.21,53.6,2024-05-15,34.405
1112,Onion,Summer,49.24,53.76,2024-03-21,51.5
1113,Palm oil,Winter,122.48,163.58,2023-11-14,143.03
1114,Palm oil,Winter,177.08,197.95,2022-11-19,187.515
1115,Gur,Monsoon,49.62,58.84,2023-03-17,54.230000000000004
1116,Potato,Winter,26.6,56.59,2023-06-20,41.595
1117,Moong,Monsoon,84.75,89.37,2023-04-15,87.06
1118,Moong,Monsoon,77.45,89.23,2023-02-09,83.34
1119,Vanaspati oil,Monsoon,148.65,186.32,2023-04-25,167.485
1120,Masur,Summer,87.48,102.54,2022-09-04,95.01
1121,Groundnut oil,Winter,135.07,135.54,2024-07-22,135.305
1122,Gur,Spring,41.91,55.72,2023-09-12,48.815
1123,Soya oil,Spring,227.67,268.6,2022-10-21,248.135
1124,Milk,Spring,47.75,69.9,2023-03-16,58.825
1125,Masur,Spring,89.85,104.88,2023-05-26,97.365
1126,Milk,Monsoon,52.72,54.85,2023-05-25,53.785
1127,Moong,Spring,79.7,116.51,2022-11-08,98.105
1128,Gram,Spring,55.03,88.75,2023-04-25,71.89
1129,Vanaspati oil,Monsoon,188.74,203.85,2023-04-03,196.29500000000002
1130,Rice,Winter,55.88,74.4,2023-08-19,65.14
1131,Tomato,Spring,29.28,42.57,2024-06-06,35.925
1132,Tomato,Monsoon,17.66,46.54,2024-03-23,32.1
1133,Vanaspati oil,Winter,168.44,227.73,2024-06-23,198.08499999999998
1134,Vanaspati oil,Winter,159.85,178.3,2024-03-01,169.075
1135,Gur,Spring,43.34,64.32,2024-01-18,53.83
1136,Soya oil,Monsoon,239.49,244.87,2024-06-16,242.18
1137,Wheat,Monsoon,36.99,59.1,2023-04-26,48.045
1138,Palm oil,Summer,147.26,170.85,2024-06-08,159.055
1139,Tomato,Monsoon,31.41,53.2,2024-05-12,42.305
1140,Palm oil,Summer,148.88,184.02,2022-11-13,166.45
1141,Potato,Winter,36.02,48.45,2023-01-15,42.235
1142,Gur,Summer,42.36,66.38,2023-01-26,54.37
1143,Salt,Summer,18.78,42.42,2024-07-03,30.6
1144,Tomato,Winter,16.05,51.5,2024-01-04,33.775
1145,Gur,Winter,48.36,48.86,2023-01-31,48.61
1146,Rice,Monsoon,50.34,79.07,2023-07-08,64.705
1147,Gur,Monsoon,47.21,79.35,2024-05-05,63.28
1148,Potato,Summer,28.45,38.76,2023-12-14,33.605
1149,Potato,Winter,36.43,49.34,2023-01-30,42.885000000000005
1150,Milk,Winter,53.65,74.88,2022-11-29,64.265
1151,Gram,Spring,66.79,78.71,2022-09-09,72.75
1152,Moong,Monsoon,73.74,100.58,2024-02-14,87.16
1153,Tea,Spring,189.74,202.42,2023-03-31,196.07999999999998
1154,Atta,Summer,43.21,54.18,2024-02-01,48.695
1155,Tur,Summer,88.63,114.76,2023-08-28,101.695
1156,Gur,Monsoon,49.11,51.92,2024-06-11,50.515
1157,Moong,Winter,99.43,104.49,2023-04-28,101.96000000000001
1158,Gram,Winter,67.76,81.52,2023-01-05,74.64
1159,Soya oil,Winter,197.88,215.47,2022-11-02,206.675
1160,Tur,Spring,91.66,94.86,2023-07-25,93.25999999999999
1161,Rice,Winter,69.71,86.86,2024-06-15,78.285
1162,Gur,Spring,48.36,61.79,2023-03-17,55.075
1163,Sugar,Winter,30.73,47.92,2023-02-25,39.325
1164,Potato,Summer,37.59,43.75,2023-03-07,40.67
1165,Wheat,Summer,42.51,50.13,2023-05-01,46.32
1166,Mustard Oil,Winter,163.6,176.23,2024-02-27,169.915
1167,Vanaspati oil,Summer,209.34,221.15,2023-06-09,215.245
1168,Wheat,Monsoon,48.32,50.94,2023-05-21,49.629999999999995
1169,Soya oil,Winter,186.61,261.05,2023-09-20,223.83
1170,Onion,Monsoon,31.69,38.03,2022-12-01,34.86
1171,Masur,Monsoon,78.76,98.22,2023-07-01,88.49000000000001
1172,Rice,Monsoon,65.15,88.4,2023-12-31,76.775
1173,Groundnut oil,Spring,139.94,160.71,2024-08-08,150.325
1174,Gur,Monsoon,45.69,45.72,2023-10-27,45.705
1175,Salt,Summer,11.05,18.74,2024-07-24,14.895
1176,Palm oil,Winter,148.87,161.73,2024-02-17,155.3
1177,Atta,Monsoon,42.53,49.82,2023-08-07,46.175
1178,Sunflower oil,Spring,165.48,189.38,2023-02-28,177.43
1179,Gur,Spring,46.25,53.92,2023-11-20,50.085
1180,Wheat,Winter,37.29,66.57,2023-05-31,51.92999999999999
1181,Gur,Spring,41.83,56.36,2023-01-09,49.095
1182,Masur,Summer,74.36,94.86,2023-08-13,84.61
1183,Sugar,Summer,44.92,49.58,2022-09-25,47.25
1184,Tur,Spring,80.6,90.96,2024-04-14,85.78
1185,Milk,Summer,47.22,50.52,2023-08-13,48.870000000000005
1186,Rice,Spring,50.79,85.6,2024-07-19,68.195
1187,Salt,Monsoon,14.48,25.83,2024-03-19,20.155
1188,Atta,Monsoon,43.89,59.27,2023-09-16,51.58
1189,Vanaspati oil,Summer,176.17,218.01,2022-10-26,197.08999999999997
1190,Potato,Summer,22.46,39.9,2023-10-17,31.18
1191,Gur,Summer,37.96,47.78,2024-04-13,42.870000000000005
1192,Masur,Summer,64.26,80.81,2023-01-21,72.535
1193,Wheat,Spring,39.54,73.13,2024-08-17,56.334999999999994
1194,Groundnut oil,Summer,148.49,182.27,2024-05-07,165.38
1195,Soya oil,Winter,231.14,262.83,2022-10-17,246.98499999999999
1196,Tea,Spring,175.03,187.97,2023-01-06,181.5
1197,Mustard Oil,Winter,174.65,184.96,2024-05-30,179.805
1198,Onion,Winter,33.77,49.56,2023-04-12,41.665000000000006
1199,Wheat,Summer,48.46,62.44,2022-09-21,55.45
1200,Onion,Spring,47.73,66.23,2023-10-03,56.980000000000004
1201,Masur,Monsoon,60.95,88.83,2022-09-15,74.89
1202,Wheat,Spring,45.23,73.86,2023-11-17,59.545
1203,Sunflower oil,Summer,111.39,153.14,2022-11-10,132.265
1204,Palm oil,Winter,132.29,135.92,2023-02-11,134.105
1205,Sunflower oil,Winter,145.25,179.82,2024-07-10,162.535
1206,Mustard Oil,Winter,194.24,195.32,2023-03-09,194.78
1207,Sugar,Winter,33.14,34.56,2024-05-02,33.85
1208,Tea,Spring,124.78,143.15,2022-10-08,133.965
1209,Milk,Monsoon,44.3,56.41,2023-08-29,50.355
1210,Salt,Winter,14.16,43.84,2024-03-30,29.0
1211,Gram,Summer,58.81,91.17,2023-04-19,74.99000000000001
1212,Mustard Oil,Summer,152.67,211.73,2023-03-24,182.2
1213,Vanaspati oil,Summer,144.29,183.95,2023-04-21,164.12
1214,Potato,Monsoon,20.11,52.43,2024-04-17,36.269999999999996
1215,Masur,Winter,88.51,89.26,2023-07-22,88.885
1216,Vanaspati oil,Winter,205.37,224.43,2024-03-23,214.9
1217,Atta,Monsoon,32.18,62.01,2024-02-14,47.095
1218,Potato,Monsoon,25.93,39.87,2023-07-30,32.9
1219,Masur,Monsoon,62.9,93.84,2023-07-17,78.37
1220,Sugar,Summer,25.59,44.7,2022-12-15,35.145
1221,Tea,Monsoon,168.32,210.76,2024-03-30,189.54
1222,Tomato,Monsoon,18.0,45.9,2024-04-30,31.95
1223,Palm oil,Monsoon,163.14,183.77,2023-10-28,173.45499999999998
1224,Rice,Spring,57.54,60.5,2024-07-07,59.019999999999996
1225,Groundnut oil,Summer,172.03,190.33,2022-09-22,181.18
1226,Tea,Monsoon,186.76,197.17,2023-12-14,191.96499999999997
1227,Palm oil,Spring,154.6,173.97,2023-09-27,164.285
1228,Gram,Spring,71.91,77.77,2023-02-12,74.84
1229,Sunflower oil,Spring,114.73,171.08,2022-11-21,142.905
1230,Vanaspati oil,Summer,168.9,204.89,2023-06-08,186.89499999999998
1231,Urad,Winter,50.79,97.64,2024-07-29,74.215
1232,Mustard Oil,Spring,201.43,219.25,2024-02-13,210.34
1233,Vanaspati oil,Monsoon,141.19,174.76,2022-11-29,157.975
1234,Masur,Summer,89.36,103.42,2023-02-13,96.39
1235,Masur,Winter,64.83,85.64,2024-04-06,75.235
1236,Onion,Spring,49.33,60.38,2023-07-12,54.855000000000004
1237,Mustard Oil,Summer,141.72,196.43,2023-01-14,169.075
1238,Rice,Summer,48.14,52.28,2023-06-08,50.21
1239,Vanaspati oil,Monsoon,168.2,202.72,2022-09-30,185.45999999999998
1240,Sugar,Monsoon,25.34,47.51,2022-11-30,36.425
1241,Moong,Spring,85.34,112.86,2022-12-23,99.1
1242,Gram,Monsoon,60.59,79.63,2023-06-10,70.11
1243,Rice,Spring,62.26,87.15,2023-02-20,74.705
1244,Vanaspati oil,Monsoon,166.6,204.74,2024-02-17,185.67000000000002
1245,Urad,Summer,70.84,72.1,2023-03-09,71.47
1246,Gram,Monsoon,70.02,79.45,2024-07-20,74.735
1247,Soya oil,Summer,217.02,242.01,2024-04-05,229.515
1248,Urad,Summer,71.07,92.02,2024-01-25,81.54499999999999
1249,Groundnut oil,Summer,143.41,194.13,2022-11-08,168.76999999999998
1250,Moong,Spring,95.54,101.3,2023-11-02,98.42
1251,Gur,Winter,53.95,70.46,2023-05-18,62.205
1252,Sunflower oil,Summer,167.31,173.21,2023-04-10,170.26
1253,Vanaspati oil,Summer,150.8,175.52,2022-11-10,163.16000000000003
1254,Onion,Monsoon,35.16,61.53,2023-11-19,48.345
1255,Onion,Monsoon,44.66,61.63,2024-02-15,53.144999999999996
1256,Tur,Monsoon,76.49,113.99,2022-11-23,95.24
1257,Salt,Spring,24.35,35.33,2023-03-09,29.84
1258,Groundnut oil,Spring,175.46,197.76,2023-04-15,186.61
1259,Potato,Winter,25.67,35.49,2022-08-24,30.580000000000002
1260,Mustard Oil,Spring,161.94,174.93,2022-10-28,168.435
1261,Moong,Winter,97.06,116.75,2023-09-16,106.905
1262,Onion,Spring,39.23,50.53,2024-03-21,44.879999999999995
1263,Vanaspati oil,Winter,205.74,211.13,2022-11-11,208.435
1264,Gram,Monsoon,63.84,65.54,2024-08-18,64.69
1265,Rice,Spring,45.74,72.47,2024-01-30,59.105000000000004
1266,Tomato,Summer,28.24,43.79,2023-12-14,36.015
1267,Palm oil,Winter,172.18,199.82,2023-07-02,186.0
1268,Gur,Spring,54.1,66.15,2023-06-02,60.125
1269,Soya oil,Monsoon,233.39,237.8,2023-01-04,235.595
1270,Wheat,Winter,47.08,61.55,2024-04-22,54.315
1271,Vanaspati oil,Spring,152.46,227.9,2022-10-21,190.18
1272,Gram,Winter,58.46,80.95,2023-08-06,69.705
1273,Moong,Spring,96.36,108.34,2023-03-08,102.35
1274,Milk,Winter,42.3,73.17,2024-07-22,57.735
1275,Tomato,Monsoon,22.06,54.44,2022-10-12,38.25
1276,Urad,Monsoon,76.51,96.56,2023-08-12,86.535
1277,Palm oil,Winter,141.38,185.76,2023-07-18,163.57
1278,Gur,Monsoon,59.66,70.37,2024-01-22,65.015
1279,Gur,Winter,46.77,47.26,2023-11-15,47.015
1280,Soya oil,Winter,220.02,262.93,2024-04-02,241.47500000000002
1281,Masur,Monsoon,67.42,80.83,2023-02-24,74.125
1282,Sunflower oil,Winter,140.04,143.64,2022-09-29,141.83999999999997
1283,Sunflower oil,Summer,115.38,146.8,2022-12-11,131.09
1284,Palm oil,Spring,135.67,161.79,2024-06-23,148.73
1285,Tomato,Winter,24.09,54.27,2023-02-05,39.18
1286,Gur,Monsoon,58.61,61.6,2024-01-04,60.105000000000004
1287,Gur,Winter,57.06,58.9,2024-03-20,57.980000000000004
1288,Tea,Spring,150.76,162.11,2023-11-24,156.435
1289,Tomato,Monsoon,22.32,46.61,2024-07-31,34.465
1290,Gram,Monsoon,60.61,88.36,2022-09-14,74.485
1291,Vanaspati oil,Winter,190.32,227.73,2022-12-26,209.02499999999998
1292,Moong,Spring,86.02,113.28,2023-10-17,99.65
1293,Soya oil,Summer,182.29,212.62,2023-03-10,197.45499999999998
1294,Onion,Winter,38.01,51.16,2022-09-13,44.584999999999994
1295,Tomato,Winter,17.07,36.76,2022-11-17,26.915
1296,Sunflower oil,Spring,115.81,181.82,2024-03-24,148.815
1297,Tea,Monsoon,106.18,157.36,2022-09-15,131.77
1298,Vanaspati oil,Monsoon,159.93,170.78,2023-11-07,165.35500000000002
1299,Groundnut oil,Spring,184.87,209.99,2024-07-06,197.43
1300,Soya oil,Spring,164.59,231.29,2023-07-27,197.94
1301,Onion,Summer,45.85,64.53,2024-01-12,55.19
1302,Onion,Monsoon,31.85,58.0,2022-11-26,44.925
1303,Tur,Monsoon,91.48,116.07,2024-01-25,103.775
1304,Gur,Spring,47.7,62.59,2023-09-03,55.145
1305,Milk,Spring,59.3,75.79,2023-10-13,67.545
1306,Groundnut oil,Monsoon,169.11,185.94,2023-08-14,177.525
1307,Urad,Summer,75.36,86.58,2024-03-24,80.97
1308,Tea,Summer,109.27,159.64,2024-04-14,134.45499999999998
1309,Vanaspati oil,Summer,201.04,214.02,2024-04-02,207.53
1310,Rice,Monsoon,40.43,70.74,2024-03-24,55.584999999999994
1311,Gur,Summer,59.9,76.33,2024-03-23,68.115
1312,Sugar,Winter,37.34,62.63,2022-12-29,49.985
1313,Potato,Summer,36.27,48.1,2023-12-26,42.185
1314,Atta,Monsoon,36.82,57.43,2023-02-10,47.125
1315,Tea,Spring,184.64,186.7,2023-10-27,185.67
1316,Masur,Winter,83.24,95.22,2023-01-30,89.22999999999999
1317,Salt,Monsoon,19.91,39.09,2022-10-24,29.5
1318,Tur,Winter,86.19,91.55,2023-01-09,88.87
